report_reviewVisibility	consumer_countryCode	labels_verification_isVerified	labels_verification_verificationSource	filtered	report	report_reasons_0	report_source	reply	dates_experiencedDate	dates_updatedDate	dates_submittedDate	consumer_displayName	labels_verification_verificationLevel	source	hasUnhandledReports	id	dates_publishedDate	language	location	consumersReviewCountOnSameLocation	rating	labels_verification_hasDachExclusion	labels_verification_reviewSourceName	text	title	report_createdDateTime	consumer_id	reply_message	consumer_imageUrl	consumer_isVerified	consumer_numberOfReviews	reply_updatedDate	consumersReviewCountOnSameDomain	labels_verification_createdDateTime	reply_publishedDate	consumer_hasImage	pending	labels_merged	report_reason	likes	true_sentiment
	BE	False	invitation	False								Delphine Crusnaire	not-verified	Organic	False	62356f53924ebaa0caf07609	2022-03-19T05:51:15.000Z	fr			1	False	Organic	Aide inexistante et service succession invraisemblablement long. Les autres banques sont plus humaines, c'est dire.	Aide inexistante et service succession…		618bc97851066b001240c47b			False	2		1	2022-03-19T05:51:15.000Z		False	False			0	Negative
	BE	False	invitation	False						2021-08-26T15:02:10.000Z		Florence 	not-verified	Organic	False	61026a33f9f48709d4c2153e	2021-07-29T08:43:31.000Z	fr			1	False	Organic	"HORRIBLE- À FUIR 
Le service client en plus d’être désagréable ne sont jamais joignable ! De plus lorsqu’il y a un problème toujours aucun transféré de l’argent qui était sur ma carte volée depuis 3SEMAINES !! N’y aller jamais. 
Très mauvais et application la plus nulle du monde
Dernière actualité : toujours aucune nouvelles depuis 2mois... Ils me fatiguent"	HORRIBLE- À FUIR		61026a2a7787e20012665743			False	1		1	2021-07-29T08:43:31.000Z		False	False			0	Negative
	BE	False	invitation	False					2024-12-10T00:00:00.000Z			Cordy	not-verified		False	67586f9273e8802ebea16cb9	2024-12-10T18:42:58.000Z	nl			1	False	Organic	Wij willen alles van BNP overzetten naar Keytrade. Wij hebben al meer dan 25 jaar een Visa Gold bij Fortis maar bij Keytrade krijgen we zelfs geen gewone Visa. We hebben nochtans een groot inkomen en net een behoorlijke erfenis gekregen maar dat is blijkbaar niet voldoende. Jammer, we vinden wel een andere bank.	Niet klantvriendelijk 		67586f6624a2fe59790b28e6	"Beste Cordy,

Bedankt voor uw feedback. 
Ik begrijp dat u teleurgesteld bent. Onze excuses voor het ongemak.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"		False	1		1	2024-12-10T18:42:58.000Z	2024-12-19T14:03:06.000Z	False	False			0	Negative
	BE	False	invitation	False					2023-07-24T00:00:00.000Z			Jacouille Daronne	not-verified	Organic	False	64be502dfe6916561d64e061	2023-07-24T12:19:25.000Z	fr			1	False	Organic	Continuellement des documents à remplir, des mails, des copies de c.i., des démarches en tous genres pour un simple accès à mon compte. Impossible de les joindre au téléphone. Impossible !	Lamentable		64be502365646500128db3b1	"Bonjour,

Nous sommes désolés d'entendre parler de votre insatisfaction. Nous apprécions votre feedback et vous assurons que nous prenons des mesures pour rectifier la situation.

Si à l'avenir, vous souhaitez récupérer l'accès à votre compte, il y a une alternative : vous pouvez utiliser Itsme pour récupérer votre SoftKey. 
https://www.keytradebank.be/fr/softkey-recovery

Cordialement,
Keytrade Bank"	https://user-images.trustpilot.com/64be502365646500128db3b1/73x73.png	False	2		1	2023-07-24T12:19:25.000Z	2023-10-03T09:27:25.000Z	True	False			1	Negative
	BE	False	invitation	False					2023-01-06T23:00:00.000Z			Melanie 	not-verified		False	63b8a9332338b6d417b24b42	2023-01-07T01:05:23.000Z	nl			1	False	Organic	Ik wil een rekening bij hun opzeggen en had hier een formulier voor ingevuld. Na maanden nog steeds het resterende bedrag niet ontvangen. Na een heleboel mails gestuurd te hebben waar geen enkele reactie op komt, loze beloftes aan de telefoon gekregen te hebben, geen enkele reactie op messenger te krijgen, is er geen enkel contact met hun te krijgen. Ik wil mijn rekening opzeggen maar er komt geen enkele reactie. Ik zou graag mijn geld terughebben!!!!!!!	Geen enkel contact te krijgen		5f043a3c8e78a73e7556027d			False	2		1	2023-01-07T01:05:23.000Z		False	False			0	Negative
	BE	False	invitation	False						2021-08-26T15:02:10.000Z		Florence 	not-verified		False	61026a33f9f48709d4c2153e	2021-07-29T08:43:31.000Z	fr			1	False	Organic	"HORRIBLE- À FUIR 
Le service client en plus d’être désagréable ne sont jamais joignable ! De plus lorsqu’il y a un problème toujours aucun transféré de l’argent qui était sur ma carte volée depuis 3SEMAINES !! N’y aller jamais. 
Très mauvais et application la plus nulle du monde
Dernière actualité : toujours aucune nouvelles depuis 2mois... Ils me fatiguent"	HORRIBLE- À FUIR		61026a2a7787e20012665743			False	1		1	2021-07-29T08:43:31.000Z		False	False			0	Negative
	BE	False	invitation	False								Raf	not-verified		False	624d5ac62b3c3c43cfca3d3c	2022-04-06T09:17:58.000Z	nl			1	False	Organic	"Na het openen van een rekening bij Keytrade (switch vanuit een klassieke grootbank), werd de aanvraag tot VISA-kaart geweigerd. Ik kreeg als reden voor de weigering: u bent zelfstandige, en kan daarom geen kredietkaart krijgen binnen Keytrade. Bij vragen naar het waarom, kreeg ik steeds hetzelfde standaardantwoord: “wij hebben het recht om dat te doen, aangezien het een interne regeling is”. Niets meer. 
In ieder geval had men dit MOETEN communiceren bij het openen van een rekening. 
Dus, voor zelfstandigen en vrije beroepen: u krijgt geen kredietkaart van Keytrade. Wees gewaarschuwd. U krijgt ook geen uitleg over het waarom."	VISA-kaart geweigerd		61225962e11cf10012af4479			False	2		1	2022-04-06T09:17:58.000Z		False	False			0	Negative
	BE	False	invitation	False					2023-03-30T00:00:00.000Z			New Info	not-verified	Organic	False	6425e5e32869a2b50e8b709b	2023-03-30T21:41:23.000Z	nl			1	False	Organic	"Heeft geen werkende payconiq meer sinds nieuwe bankkaarten. Ze verwijderden de functionaliteit bij elke nieuwe kaart. Ik ben er bijna 20 jaar klant, maar ik denk er nu aan om over te stappen naar een andere bankinstelling en alle rekeningen daar af te sluiten. 
Met reclame proberen ze u wijs te maken dat de nieuwe kaart een verbetering is. Ik merk enkel dat de payconiq niet meer werkt en bij niemand met een nieuwe kaart. Payconiq wordt een Europees betaalmiddel/app. Maar Keytrade is hiertegen en dus stapte ze eruit!"	Geen Payconiq functie meer! Keytrade stapte eruit!		6425e0fca69d190013bec5e2		https://user-images.trustpilot.com/6425e0fca69d190013bec5e2/73x73.png	False	3		1	2023-03-30T21:41:23.000Z		True	False			1	Negative
	BE	False	invitation	False					2023-11-27T00:00:00.000Z			Jérémy Noël	not-verified	Organic	False	656656d1e81432b0fc369d71	2023-11-28T23:08:34.000Z	fr			1	False	Organic	"Refuse de crédit hypothécaire (avec un revenu moyen mensuel sur les 24 derniers mois de 6 000€).

En cause : J'ai changé d'employeur pour gagner plus.
ET ils exigent des rénovations malgré un PEB D (ce que j'ai les moyens de faire sur fond propres et ne les regarde donc pas)

Des clowns, mon crédit à été accepté PARTOUT ailleurs."	Refuse de crédit hypothécaire		63b2ed562952e70012716999	"Bonjour Monsieur Noël,

Nous apprécions vos commentaires. Il est important pour nous de comprendre les expériences de nos clients pour améliorer nos services.

Cordialement,
L'équipe de Keytrade Bank"		False	12		1	2023-11-28T23:08:34.000Z	2023-11-29T11:32:15.000Z	False	False			0	Negative
	BE	False	invitation	False								Maxence	not-verified	Organic	False	6000429c755dc109d844ed85	2021-01-14T13:09:48.000Z	fr			1	False	Organic	"Je fais le tour des banques afin de refinancer mon crédit hypothécaire, et je tombe sur keytrade. On nous vend un taux bas, pas de frais de dossier, pas d'obligation d'asrd/ass incendie. Ca a l'air top.
Le 07/12 je fais une simulation sur leur site dans 'mon espace personnel'. Le produit m'intéresse, je souhaite entrer une demande. Mais le site est buggé (dans Chrome), impossible d'encoder les données. J'envoie immédiatement un email à leur support. Le 10/12 on me répond avec un email générique que je dois encoder ma demande dans 'mon espace personnel'. Ca commence bien.. Le 13/12 j'encode la demande via Safari, la procédure est longue, beaucoup de documents à fournir, il faut installer un software additionnel pour signer, mais ok ça marche. Et puis plus rien, silence radio. J'appelle, j'envoie des mails, ça ne donne rien. Le 28/12 ma demande tombe à expiration. Le 08/01 (oui 1 mois plus tard!) ma 'gestionnaire de dossier' m'appelle pour la première fois. Super, j'ai qqn du 'business' au téléphone, je vais pouvoir poser mes questions. La personne me dit que je ne dois pas être impatient et m'indique qu'il manque un document (qui n'était pas demandé sur leur site). Ensuite je lui dis que j'ai reçu d'autres propositions de la concurrence: est-ce que Keytrade peut s'aligner ? Réponse : ah monsieur je ne sais pas, ça dépend des taux directeurs blablabla. Bref, je laisse tomber keytrade, ça devient trop n'importe quoi. C'est quand même dingue: le client vient à eux avec un dossier solide, prend du temps pour trouver un workaround à leurs problèmes techniques, prend l'initiative d'appeler/envoyer des mails quand la demande tombe à expiration, et au final se fait dire qu'il est impatient et n'obtient aucunes vraies réponses à ses questions légitimes."	Perte de temps		5fbb8a08f145bd001bd07af6			False	5		1	2021-01-14T13:09:48.000Z		False	False			1	Negative
	BE	False	invitation	False					2023-02-07T23:00:00.000Z			derlo	not-verified	Organic	False	63e37a07745e4800219e5097	2023-02-08T12:31:35.000Z	fr			1	False	Organic	"il y' a quelques mois on devait attendre max 5min au tel maintenant impossible d avoir le service après 35 min j ai abandonné bref une vrai catastrophe
 on dirait un entrepreneur que vous ne pouvez plus joindre et qui s en va avec votre argent ca fait peur surtout quand on sait que keytrade n a pas d agence !!!"	impossible de contacter 35 min attente pour rien		63c8ee1e08738d0013dea135			False	2		1	2023-02-08T12:31:35.000Z		False	False			1	Negative
	BE	True	invitation	False					2023-12-01T00:00:00.000Z			Edith	invited		False	66422bedbd3127466351aca4	2024-05-13T17:04:13.000Z	nl			1	False	BusinessGeneratedLink	Problemen met bankkaart en nog een aantal dingen. Klacht moeten indienen bij ombudsfin. Weinig of geen respons van Keytrade. Zeer slechte service	Problemen met bankkaart		66422bececd2b6449da6a25b			False	1		1	2024-05-13T17:04:13.000Z		False	False			0	Negative
	BE	False	invitation	False								Hans		Organic	False	5e6a0a9b3c93ae0bc4151760	2020-03-12T10:10:35.000Z	nl			1	False	Organic	"Deze bank heeft het woord 'service' nog niet gevonden in het woordenboek. 

Ook een totaal gebrek aan communicatie. 

Betreurenswaardig..."	Service kent men niet...		5e6a0a45dffcf72b5a897dc3			False	1		1	2020-03-12T10:10:35.000Z		False	False			3	Negative
	BE	False	invitation	False					2023-05-30T00:00:00.000Z			Veerle Verhelle	not-verified		False	64761c3286199db12e3f6b52	2023-05-30T17:54:26.000Z	nl			1	False	Organic	Keytrade is onbereikbaar bij problemen.	Keytrade is onbereikbaar bij problemen.		64761c2abf949200135a75f0		https://user-images.trustpilot.com/64761c2abf949200135a75f0/73x73.png	False	1		1	2023-05-30T17:54:26.000Z		True	False			1	Negative
	BE	False	invitation	False								Van Hileghem Frank	not-verified		False	60254ed2679d9708b4d2fbf4	2021-02-11T15:35:46.000Z	nl			1	False	Organic	"Eigenlijk had ik liever nul sterren gegeven. 
Sinds mijn moeder in november overleden is, zijn alle rekeningen van mijn vader geblokkeerd en verzuimt Keytrade Bank contact op te nemen met hem of één van de kinderen om de rekeningen te deblokkeren. Omdat het al zo lang aansleept, heb ik vorige week zelf maar getelefoneerd en de persoon die ik aan de lijn had, ging alles zo spoedig mogelijk doorgeven aan de dienst nalatenschap, die mij op haar beurt zeker begin deze week iets zou laten weten. Het is nu donderdag, maar nog steeds geen taal noch teken van betreffende dienst. Ik heb dan zelf maar teruggebeld en ik kreeg een heel onbeleefde medewerker, een zekere Philippe Brusselaars of zoiets, aan de lijn die gebrekkig Nederlands sprak. Ik moest mijn naam dan ook verschillende keren herhalen en telkens verstond hij het verkeerd. Toen hij het dossier ging opzoeken, beweerde hij dat hij geen gegevens van mijn gesprek van vorige week terugvond en dat dit zou komen, omdat ik telkens een andere naam gebruik!?! Hij liet mij ook niet uitpraten en riep steeds boven mij uit. Ook weigerde hij om mij door te verbinden met de dienst nalatenschap, maar scheepte hij me af met de mededeling dat hij alles zo spoedig mogelijk ging doorgeven aan deze dienst. Toen ik hem wilde duidelijk maken dat dit mij vorige week ook werd beloofd, heeft hij gewoon de verbinding verbroken! Wat nu??"	Vreselijk		5a50f4970000ff000afbc49b			False	9		1	2021-02-11T15:35:46.000Z		False	False			1	Negative
	BE	False	invitation	False					2023-12-20T00:00:00.000Z			Alain del medico	not-verified		False	6582d2eb0822fc6be202d7cc	2023-12-20T13:41:31.000Z	fr			1	False	Organic	Suite à un départ à l’étranger , j'ai transmis tous les documents demandés afin de solder mes comptes . cela fait plus d'1 mois et demi . Malgré des relances par mail, par tél , ça n'avance pas .. ha des mots d'excuses truffés de fautes d'orthographe j'en ai reçu mais depuis 1 mois et demi , par leur manque de professionnalisme, je perd de l'argent !	Suite à un départ à l’étranger		60014e610fe4a20019bdeeae	"Bonjour Monsieur del Medico,

Nous sommes désolés que vous ayez eu cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Cordialement,
Véronique de l'équipe Keytrade Bank"	https://user-images.trustpilot.com/60014e610fe4a20019bdeeae/73x73.png	False	9		1	2023-12-20T13:41:31.000Z	2023-12-27T09:38:25.000Z	True	False			2	Negative
	BE	False	invitation	False								Roggemans Daniël			False	5f3501d71a5a6902684925b4	2020-08-13T09:03:19.000Z	nl			1	False	Organic	Probeer reeds van half mei onze (spaar)rekeningen af te sluiten en het saldo over te schrijven naar onze rekening bij BNPPARISBASFORTIS. Per post en digitaal alle nodige documenten doorgestuurd. Tot nu geen reactie. Eigenlijk SCHANDALIG ! We zullen via onze advocaat proberen om het nodige te doen !	Probeer reeds van half mei onze…		5f3501b25f08de803bf853f1			False	1		1	2020-08-13T09:03:19.000Z		False	False			3	Negative
	BE	False	invitation	False					2024-01-19T00:00:00.000Z			Sabine Blommaert	not-verified	Organic	False	65aa42bd3d793b72289a7fa3	2024-01-19T11:37:02.000Z	nl			1	False	Organic	"Nadat men mijn visakaart om een door mij ongekende reden had geblokkeerd, stond ik daar … bij het autoverhuurbedrijf in het buitenland! dit wil je écht niet meemaken, je krijgt je auto niet, je moet een nieuwe reservatie maken en daarbovenop ben je dan nog je geld kwijt op de koop toe!!! 
En als je dan vraagt aan de klantenservice waarom dit is gebeurd dan krijg je doodleuk het antwoord: Tjah, als er een verdachte handeling gedetecteerd wordt … !!!
Hallooooo, is een auto huren in Malaga dan zó verdacht. 
Bel de klantenservice om je kaart te deblokkeren … 21 minuten, alstublieft!!! 
Oooh wat vervloek ik die bank momenteel!"	MISERIE !!!		5ffede5ae768c1001aa39fce	"Beste Mevrouw Blommaert,

Bedankt voor uw feedback. We betreuren wat u blijkbaar hebt ervaren. Weet dat we deze feedback als essentieel zien om onze diensten te verbeteren om in de toekomst dit type van problemen te vermijden. Onze excuses voor het ongemak.

Veronique van het Keytrade Bank team"	https://user-images.trustpilot.com/5ffede5ae768c1001aa39fce/73x73.png	False	8		1	2024-01-19T11:37:02.000Z	2024-01-23T11:14:56.000Z	True	False			2	Negative
	BE	False	invitation	False								Gauthier Bruyr	not-verified	Organic	False	60548bd4f85d750bf4f8f7c4	2021-03-19T11:32:36.000Z	fr			1	False	Organic	"Dommage que l'on doit quand même cocher une étoile. Scandaleux. Je possédais un compte et j'ai demandé pour effectuer un virement en chine pour un objet que je souhaitais acheter. Ils ont considéré cela comme une transaction ""pro"" et un mail annonçant qu'on allait clôturer mon compte mais que je devais faire la demande moi-même pour le clôturer ! 2 mois passe, et ce matin, je remarque que mon compte ainsi que la visa sont supprimés de l'interface keytrade, sans aucun avertissement. Quid des domiciliations, quid du solde restant sur le compte, quid des paiements en cours sur ce compte ? J'attends toujours la réponse. Bref, en ouvrant un compte chez eux, il faut savoir qu'on peut vous ""gicler"" comme un malpropre du jour au lendemain. Pas très rassurant quand on parle quand même d'argent..."	Scandaleux.		5f85540786e56d001ca28a38			False	2		1	2021-03-19T11:32:36.000Z		False	False			2	Negative
