text	rating	language	title
Doe aanvraag voor nieuwe toegangsrechten. Na een week nog geen reactie. Probeer tot vervelens toe te bellen. Antwoordantwoordapparaat, keuzemenu en dan eindeloos wachten om uiteindelijk zonder communicatie achter te blijven. Hoe het verder moet?	1	nl	Spookbank?…
Keytrade is onbereikbaar bij problemen.	1	nl	Keytrade is onbereikbaar bij problemen.
"Une bonne quinzaine de jours entre la demande en ligne pour l'ouverture d'un compte et la finalisation. Confirmation des différentes étapes par mails et réception des pièces ""matérielles"" (Nom d'utilisateur, carte de banque, digipass,...) par courrier postal. Il suffit de ne pas être complètement nul avec les procédures internet pour initialiser le digipass avec un code personnel (si vous avez choisi ce système pour vous connecter) et pour récupérer le code pin de votre carte (par sms). Que ce soit via le site transactionnel sur PC ou en utilisant l'application sur smartphone, tout a l'air de fonctionner sans problème. A voir dans le temps..."	4	fr	Première impression favorable...
"J'avais écrit un avis la semaine dernière, mais pas publié. (banque de m...) Je m'étonne que test achats recommande cette banque!
Aujourd'hui, je veux retirer 220€ au distributeur qui me signale que mon solde est insuffisant alors qu'il y a 220.65€ sur mon compte: cherchez l'erreur!
A mon retour de vacances je retourne à mon ancienne banque."	1	fr	J'avais écrit un avis la semaine…
"Aussi longtemps que vous n'avez pas de problème et vous n'avez pas besoin d'entrer en contact avec un membre du personnel, cette banque fonctionne bien. Or, si vous avez besoin d'entrer en contact une personne, c'est un véritable calvaire!!! Il vous faudra vous préparer pour écouter la ""musique"" et une voix qui ne cesse de répéter que ""Tout nos collaborateurs sont en ligne. Nous essayerons de vous aider le plus rapidement possible"". Ce n'est pas la première fois que j'ai attendu plus de 20 minutes pour pouvoir parler avec quelqu'un. A la fin, c'était une perte de temps, car la banque n'a pas pu m'aider pour résoudre mon problème. Je n'exclus pas que le service clientèle des autres banques soit aussi déplorable et exécrable que Keytrade. ""C'est la crise éternelle""!!!!"	1	fr	Aussi longtemps que vous n'avez pas de…
"Bon bin un nouvel avis très négatif : voici plus d'un mois et 1 semaine que j'ai ouvert un compte en ligne et toujours aucune nouvelle.
j'arrête là. je change de banque. Heureusement que je n'y ai rien versé..."	1	fr	Bon bin un nouvel avis très négatif
"Bende dieven, we geraken gewoon niet meer aan ons geld 

Geen antwoord via mail, telefoon...
De naam bank niet waardig.

En al veel gedupeerden.  
Blijf er aub weg!!"	1	nl	Bende dieven
"The website and app often give errors not allowing you to buy or sell stock.
Customer service does not exist.
After selling a stock or cancelling an order it takes ages before you can use the money which should have become available again.
Trying to transfer money from Keytrade to your own account is a mess and the site often gives an error that insufficient funds are available while there are plenty of funds."	1	en	Plenty of errors, problems & no customer support
"Banque gratuite avec un service parfait.
Des réponses adéquates sont apportées via e-mail ou par téléphone. C'est vrai que l'attente au téléphone est un peu longue (25' aujourd'hui), mais aucune perte de temps en déplacement ou en attente au guichet. Le n° n'est pas surtaxé.
Carte de crédit gratuite (avec retraits gratuits partout en Europe), gestion de compte gratuite, appli ""hyper pratique"", pas de lecteur de carte nécessaire... je suis ravi !
Attention, il faut pouvoir se débrouiller un minimum avec tout ce qui est numérique (scanner code QR, activation carte, obtention code PIN etc...)"	5	fr	Banque gratuite avec un service parfait
"Sinds de overname zijn ze amper nog bereikbaar. Kosten zijn gestegen, apple Pay werkt niet, Payconic is problematisch. 

Helpdesk bellen is gewoon een drama, en op mails wordt pas gereageerd na een week."	1	nl	Onbereikbare support
al dagen telefonisch niet binnen te geraken in het contactcenter en geen antwoord op emails	1	nl	contactcenter onbereikbaar
"À fuir !! J'ai ouvert un compte le mois dernier,je n'ai jamais reçu le boîtier pour la carte ni les informations... j'ai envoyé plusieurs mails, jamais reçu de réponse... impossible de les joindre par téléphone, temps d'attente interminable...bref,très mauvaise expérience....!! 
Je suis contente de ne pas avoir encore déposé d'argent,je quitte cette pseudo banque sur le champ"	1	fr	À fuir !
Al 2j klant bij Keytrade: meestal positieve ervaringen! Bewust gekozen voor deze bank: bij mijn vorige bank slechte ervaringen gehad (aan het loket al te vaak wandelen gestuurd) en bij Keytrade werkt alles gewoon (online) zoals ik verwacht. Pijnpunt is misschien wel de trage reacties op jouw mails.  Maar is nog altijd beter dan een bank waar je aan het loket toch doorgestuurd word naar... het hoofdkantoor 'per mail'. Een vriendin van mij was laatst nog over het klagen over een (dure) rekening zij had bij ING: aan het loket komen... enkel op afspraak in haar geval...Ideale bank voor dagelijks bankieren, zonder franjes, goedkoper dan goedkoper...	5	nl	No nonsense online bank voor wie dagelijks bankieren wil
"Als bank is Keytrade misschien goed maar hun service is beneden alle peil. Klantvriendelijkheid is hen onbekend. Een voorbeeld, onze bankkaart was bijna vervallen dus wij vragen aan keytrade voor een nieuwe kaart. Wij merken dan dat de kaart zou verstuurd zijn. Na 2 weken nog geen kaart dus we sturen, via de contactpagina in Keytrade, een bericht om te vragen wat er gaande is. Geen antwoord. Een week later valt de bankkaart eindelijk in de bus (3 weken vroeger verzonden). Je kan dan kiezen om de nieuwe code te ontvangen via SMS, dat doen wij maar dat lukt niet. Dus telefoneren naar Keytrade. 40 minuten wachten en eindelijk een medewerker aan de lijn. Ze doen dan een check om te zien dat je het wel echt bent en je moet dan inloggen. Maar dat lukt niet zo snel en de operator heeft geen tijd meer en sluit het gesprek af. Ze vinden het normaal dat jij 3 kwartier wacht maar als je ze eindelijk aan de lijn krijgt dan hebben ze plots zelf geen tijd meer.
Dus opnieuw een bericht verstuurd aan Keytrade maar weer geen antwoord.  Drie dagen later dan nog maar eens per telefoon contact opgenomen. Natuurlijk weer langer dan een half uur wachten maar de medewerker nu kon ons wel helpen. Eindelijk. 
Maar ons vertrouwen in Keytrade is ernstig geschaad en wij vragen ons af of we geholpen worden als er eens een ernstig probleem is."	1	nl	Klantvriendelijkheid kennen ze niet.
"Worst bank ever. Customer support is terrible – not providing any solution. And even giving wrong information. 

I had to call them many times because my cards (credit and debit) were surprisingly blocked after a trip to Canada. It took me 5 calls to unlock them. And then suddenly, the same day, both of them were locked AGAIN. Customer service was then explaining to me how to remember my PIN code !!!!!

As a result, I move abroad without any payment method. But don't worry, they'll send the replacement card in 10days, in BELGIUM !!!!!"	1	en	Worst bank ever
Na 2 keer meer dan 40' aan de lijn te hangen heb ik maar ingelegd. Hopeloos. Wacht nu op het antwoord via e mail, maar daar heb ik ondertussen ook lage verwachtingen van.	1	nl	Als je graag eens 1 uurtje dezelfde muziek hoort
"Login is catch 22: de login via web vraagt om de softkey op je GSM profiel. De app op de GSM vraagt om de softkey van de webtoepassing.
Helpdesk neemt pas op na meer dan half uur.
Uiteindelijk is er wel een oplossing gevonden"	3	nl	Login is catch 22 - helpdesk neemt niet op
"Poor customer service at its best..
Went trough all the identification questions correctly.
Last questions was ""when did you log in the last time?"" Living abroad and not using the mobile app much, I couldn't reply the exact DATE... 
I didn't pass the identification and have to go through a bunch of additional requests by email"	2	en	Poor customer service
"(17/04/2023) 
Keytrade en chute libre... Je suis client depuis plus de 20 ans quand VM&S était bien belge. Depuis le rachat par Arkéa France, tout f* le camp... mails à ""info@"" qui restent sans réponse ni même un accusé de réception, appel téléphonique sans réponse après 25 minutes. Je dois aussi regretter le remplacement de ma carte bancontact qui est maintenant VISA Debit, et que l'appli bancontact ne supporte plus pour faire des paiements via QR code. Evidemment Bancontact, c'est inconnu en France. Ce score 1/5 est un coup de gueule et non pas mon appréciation sur les 20+ années où tout allait bien. Je reviendrai modifier mon avis (si Trustpilot le permet) s'il y a enfin un suivi à mon e-mail du 9 avril que j'ai renvoyé aujourd'hui.

(Edit 09/11/2023) 
J'ai renvoyé une demande par mail le 17/10 et cette fois-ci j'ai reçu une réponse le 02/11 pour me faire dire 

""comme vous l'avez peut-être déjà compris, l'option de paiement peer-2-peer de Payconiq via le code QR n'est pas compatible avec les plus récentes cartes de débit.
Il n'est donc plus possible de payer quelqu'un directement ou de se faire payer via un code QR généré dans l'APP de Payconiq. ""

C'est faux et archi-faux. Ma femme est chez Belfius et elle a reçu une nouvelle carte Bancontact qui n'est plus une Maestro mais une Mastercard Debit, à 16 chiffres. Et Payconiq fonctionne toujours, sans même avoir eu à enrôler la nouvelle carte.

Pour le mensonge je maintiens mon 1* et on va me répondre ""nous sommes désolés d'apprendre"" bla bla..."	1	fr	Keytrade en chute libre..
Plus de quatre  mois que j attend l ouverture de mon compte. Toujours pas de nouvelles !!!! Au téléphone, ils ne savent pas me dire où cela bloque.	1	fr	Plus de quatre  mois que j attend l…
Ik heb mijn pensioenfonds twee maanden geleden verkocht, maar het vrijgekomen bedrag is nog steeds niet beschikbaar. Telefonisch is keytrade onbereikbaar. Ook op de inmiddels 5 verstuurde E-mails met de vraag voor uitleg ontvang ik geen enkele reactie (buiten een auto-replay). Bij Argenta was de verkoop van mijn pensioenfonds binnen drie dagen in orde en stond het geld op dag 4 op mijn zichtrekening.	1	nl	pensioenfonds keytrade
"Ik heb voor de moment nog geen goede ervaring met deze bank.
Ik moet al 5 weken een login per post toe gestuurd krijgen , maar blijkbaar na de 2e login te versturen weten ze mijn adres duidelijk niet te vinden !! Wat vreemd is want de debetkaart had ik na 7 dagen al ontvangen
Ik kan maar beter een andere zoeken om te sparen en beleggen."	2	nl	Ik heb voor de moment nog geen goede…
"Très satisfait !
Depuis peu, enfin!, les transactions sont débitées quasi immédiatement, quel bon en avant.
Par contre lors de mon changement de carte (carte défaillante) mon ancienne a été désactivée 8j avant l’arrivée de la nouvelle… donc 8j sans possibilité de payement par carte et sans en avoir été averti.
Pour le reste, ouverture de compte aisée en 2021, obtention de visa sans difficulté en 2021, ouverture de crédit hypothécaire assez facile en 2022.
Et ils me paient 5cents/transaction 
Donc pour moi au moins 4 étoiles sur 5"	4	fr	Très satisfait !
Jamais eu de problème  et toujours une bonne réponse au téléphone seul petit souci c'est le we le montant sur le cpt n'est pas toujours à jour.	4	fr	Jamais eu de problème  et toujours une…
slechte service, wachttijden en doorverbinden, niet doen, hoe kan zo een bank een banklicencie krijgen, begrijp ik niet, kan er dan  niemand ingrijpen en dat zo laten blijven verlopen, een schande	1	nl	slechte service
"Jamais de réponse au tél après maints rappels et longues attentes qui vident la crédit d'appel du tel ... 
Les réponses par email sont stéréotypées (réponse de robot) et ne correspondent pas au problème énoncé !
Pas d'aide, ni tél ni email et on ne peut pas aller sur place à leurs bureaux ... ?????
Pour moi, toutes mes connexions avec mon compte ont été bloquées sans raison: ils séquestrent vos avoir ...; 
Je ne sais pas comment débloquer soit par softkey ou hardkey, rien ne va ... !!!!
et toujours aucune réponse au tél et j'attends encore la réponse par email ou suite au formulaire complété ... c'est à se taper la tête contre les murs ! 
On se demande vraiment si cette banque existe ou si c'est un leurre ?
Entre-temps, mon argent est bloqué et que faire sinon, vraiment se taper la tête contre leur mur !! :-(

Très très mécontente , déçue, horrifiée par cette absence de contact, et je ne sais pas à quelle instance porter plainte ????"	1	fr	jamais de réponse au tél et réponse de robot par email ...
"Heeft geen werkende payconiq meer sinds nieuwe bankkaarten. Ze verwijderden de functionaliteit bij elke nieuwe kaart. Ik ben er bijna 20 jaar klant, maar ik denk er nu aan om over te stappen naar een andere bankinstelling en alle rekeningen daar af te sluiten. 
Met reclame proberen ze u wijs te maken dat de nieuwe kaart een verbetering is. Ik merk enkel dat de payconiq niet meer werkt en bij niemand met een nieuwe kaart. Payconiq wordt een Europees betaalmiddel/app. Maar Keytrade is hiertegen en dus stapte ze eruit!"	1	nl	Geen Payconiq functie meer! Keytrade stapte eruit!
Worst online bank in history, nothing works, contacting them is useless, certain operations are done without any confirmation or anything, etc. For example to close your Keyplan (funds plan) you can't do it online, you need to send an email and then... no idea when it's closed, at what prices, and the whole history disappears from the website so you can't properly fill in your compliance report. My latest problem: I need to do an urgent wire transfer and the site says it's done but then... the money is still there and no transfer is showing. Second time I try and same result. Then now after doing such an operation, the website tends to freeze and there's nothing you can do but log back in. When I changed my Keyplan, the new composition still included an old fund, nobody noticed, I told them and they had no solution, nothing, it's total emptiness, probably only clueless people still work there. Remove your money quickly, if you even manage, and I would say close your account but that probably requires letters and faxes and takes weeks without knowing what's going on. I hope the authorities raid them and expose this fraud of a bank.	1	en	Worst online bank in history
"Gratuit mais service en dessous de tout.
Impersonnel au possible.
Jamais une explication, on vous dit ""c'est comme ça""."	1	fr	Gratuit mais service en dessous de…
"Ik ben al meer dan 10 jaar klant bij Keytrade. 
POSITIEF: * Gratis zichtrekening spaarrekening en beleggersrekening * Gratis Visa kaart (bij min 12 verrichtingen/jaar * goed fondsen aanbod aan lage kost / Keyplan fondsen gratis (na min 5 jaar looptijd) * lage beurstransactie tarieven * hoger dan andere banken spaarrekening rente * redelijk goed (passief) belegginsadvies via Global Analyzer module * goede veilige en snelle app 
MINDER POSITIEF: Wat traag bij antwoorden emails (maar er komt uiteindelijk wel altijd een behulpzaam antwoord) = reden voor 4 sterren ipv 5 
BESLUIT: Zeer goede bank met ruim gratis aanbod voor zowel de kleine belegger, spaarder en gebruiker van enkel zichtrekening en of maestro en visa"	4	nl	Al 10 jaar lang zeer tevreden van deze bank
"I followed the procedure to open an account online in November 2022. We're March 2023 and I'm still waiting... I did get a mail from them in January to which I replied immediately. I sent them a mail last week to get a status.. Still waiting for a non-automated reply..
It's quite possible that they are overwhelmed and understaffed but this is getting ridiculous."	1	en	Don't bother opening an account
WEGBLIJVEN BIJ DEZE BANK! Klantenservice bestaat zelfs niet bij deze bank. 1 ster is zelfs nog teveel. Rekening afsluiten bij deze bank in onbegonnen werk, Reeds 3 maanden bezig om rekeningen af te sluiten, nog steeds niet in orde. Op e-mail wordt gewoon niet geantwoord, telefonisch bereikbaar na 1 uur wachten als je geluk hebt, ze beloven dit in orde te brengen maar ik wacht nu al 2 maanden vruchteloos. 1 Gouden tip : blijf gewoon weg bij deze bank, enkel een hoop frustratie en miserie!!!!	1	nl	WEGBLIJVEN BIJ DEZE BANK
"Een rekening openen ging zeer gemakkelijk online en in een paar klikken geregeld.Echter om deze ongebruikte rekeningen achteraf af te sluiten sturen ze u een pdf document dat je moet invullen.Om daarna terug in te scannen samen met een recto verso van mijn paspoort.Omslachtige methode hoe dan ook.Mails naar hun ""klantendienst""blijven wekenlang onbeantwoord.Hilarisch
Wegblijven bij die bank!"	1	nl	Wegblijven
C'est la seul banque qui me paye pour l'argent que j'ai déposer chez eux, ok le service à la clientèle à du mal à suivre, mais bon sens, elle vous paye vos transactions! L'applis pourrait être plus aboutis, mais moi cela me va.	4	fr	C'est la seul banque qui me paye.
"De internetbank gaf in het begin aan klanten 2 gebruikersnummers. Na de overname van Fortuneo worden hun rekeningnummers na een tijd plots zomaar veranderd (!) zodat er voor de klant een chaos ontstond en dus een grote soep om uit te puzzelen. 
Nu weer: tijdens het weekend moest ik in 1 van beide gebruikersprofielen inloggen maar dat gaat plots niet meer.
Blijkbaar hebben ze de 2 profielen nu bij elkaar gelapt ZONDER DE KLANT OP DE HOOGTE TE BRENGEN. Voor onze interne boekhouding is dat een praktisch probleem.
Duurder voor hun beleggingen,  lage intresten op spaarinlages, slechte behandeling van de klant door onbestaande communicatie en mijn visie is: voortaan WEGBLIJVEN. Het wordt daar TE KLANTONVRIENDELIJK."	1	nl	Het wordt daar TE KLANTONVRIENDELIJK, dus mijn advies: wegblijven...
Ouverture des comptes sans problèmes, assistance téléphone presqu'immédiate, application extra. Rien à redire	5	fr	Nickel
Temps d'attente incroyablement long, minimum 20 minutes... ensuite l'employé a été efficace mais c'est pas permis d'avoir à chaque appel un temps d'attente aussi long !! Parfois après 30 min y a toujours personne qui a décroché et ils ne proposent même pas un service de rappel	2	fr	Temps d'attente incroyablement long
"il y' a quelques mois on devait attendre max 5min au tel maintenant impossible d avoir le service après 35 min j ai abandonné bref une vrai catastrophe
 on dirait un entrepreneur que vous ne pouvez plus joindre et qui s en va avec votre argent ca fait peur surtout quand on sait que keytrade n a pas d agence !!!"	1	fr	impossible de contacter 35 min attente pour rien
J'ai demandé un nouveau compte et de supprimer un ancien compte (plusieurs fois), cette fois ils l'ont fait mais ont supprimés par erreur les deux. J'ai donc dû refaire une demande pour un nouveau compte : il y a 2 mois et toujours rien reçu... Je laisse tomber !	1	fr	J'ai demandé un nouveau compte et de…
"J'essaie d'ouvrir un compte depuis plus de 2 mois.  En dépit de mes nombreux appels, les choses avancent tout doucement.  Difficile de comprendre...  Peut-être un manque de personnel dans cette société.
Dominique Deschietere"	1	fr	Difficulté à ouvrir un compte
"- Softkey werkte niet om het account te activeren.

- Ze beloven alles in orde te maken en instanties op de hoogte te brengen van je verandering, maar amper de helft van mijn lopende domiciliëringen hebben ze overgezet of op de hoogte gebracht.

- Onmogelijk te koppelen met Paypal.

- Onmogelijk te koppelen met Payconiq.

- Geen toegang tot creditcard, hoewel er meer dan genoeg reserve op de rekening staat en ik een bovengemiddeld loon ontvang. Misleidende advertentie over de ""gratis"" creditcard, makkelijk als je niemand een kaart geeft natuurlijk. Het antwoord was: ""We zijn niet verplicht een reden te geven voor het afwijzen van de creditcard aanvraag.""

- €600 is al teveel om over te schrijven via mobiel. Wat is dan het nut van je te profileren als een online bank, als je amper verrichtingen kan doen via de app. 

- Als je wil uitschrijven voor hun nieuwsbrief, kom je op een pagina terecht die niet meer bestaat."	1	nl	Niets anders dan problemen en gefoefel op hoog niveau
Le keyplan est une belle arnaque ca fait 2 ans que j y ai souscrit et sur mes 1000 euro investi il me reste 840 euro donc ca rapporte rien pire on perd de l argent  donc je deconseille l ouverture de un keyplan chez keytrade bank	1	fr	Le keyplan est une belle arnaque ca…
"Triple zero bank (Bank van de Aldi)
Vijf weken na aanvraag slagen ze er nog niet in om een rekening geopend te krijgen....."	1	nl	Triple zero bank (Bank van de Aldi)
"Ouverture de compte

Depuis Novembre 2022 il me contacte pour la même raison "" L'adresse que vous nous avez transmis ne semble pas correcte""  hors que ça fait 4 ans que j'habite au même endroit et que j'ai jamais ce genre de blabla . Je pensais que c'étais une banque sérieuse mais manifestement ce n'est pas le cas . J'espère que c'est plus simple pour eux de clôturer un dossier que l'ouvrir .."	1	fr	Ouverture de compte
Aangetekende brief ontvangen om openstaande schuld op mijn effectenrekening te betalen. Ik heb al 2 keer een uur gewacht om telefonisch binnen te geraken, nu de derde keer ben ik al TWEE UUR in wacht!	1	nl	Telefonische wachttijd tot in de eeuwigheid...
"Het woord klantenservice is niet gekend bij deze bank.
Het is echt triestig. De Softkey werkt niet.
Een zeer onbetrouwbare en onbekwame bank."	1	nl	Geen klantenservice
"1. Keytrade n'est pas transparente avec ses clients. Ils ont refusé de m'expliquer les raisons de ma non obtention d'une carte Visa de base. Je voulais les connaître pour pouvoir y remédier. D'autres banques m'ont donné les conditions d'accès à leur cartes Visa. Keytrade m'a répondu qu'il s'agissait de popotte interne et qu'ils ne transmettaient pas ce genre d'informations à leur client. 

2. Keytrade est une banque difficilement joignable qui ne cherche pas activement de solution pour améliorer l'expérience de ses clients. Keytrade est une banque en ligne. Les contacts se font donc par mail ou téléphone. Réponses tardives par mails, voir pas de réponse du tout. Longue attente au téléphone, redirigée au mauvais service, interlocuteurs désagréables, solutions mises dans les mains du client au lieu qu'elles soient réglées à la source par Keytrade. Une des personnes au téléphone m'a aussi dit que ma softkey ne servait pas aux paiements, mais juste à ma connexion à la banque. C'est faux, elle me sert aussi à effectuer mes paiements en ligne. 

3. La softkey ne fonctionne pas pour tous les paiements pour lesquels la hardkey fonctionne. Ce n'est pas pratique, surtout pas pour une banque uniquement en ligne. 

Les seuls avantages de Keytrade sont quelle est gratuite, quelle partie pour les transactions et qu'elle offre un certain montant pour l'ouverture d'un compte. Pour le reste, je déconseille fortement"	1	fr	Je déconseille !
"De voorbije weken, met tussenpozen van paar weken,  twee mails gestuurd omdat hun fameuze Softkey niet werkte en dus hardkey (bakske) gevraagd. Geen enkele reactie. 
Rekening openen duurde ook meer dan 3 weken. 
Klantenservice onbestaande.
Een bank die geen enkele reactie geeft op een vraag is voor mij onbetrouwbaar en daar plaats ik dus geen geld."	1	nl	Klantenservice onbestaande. Antwoorden nooit.
"Je voulais ouvrir un compte suite à un changement dans ma vie. J'ai renoncé après ...10 semaines d'attente. 
Maintenant je comprends mieux pourquoi ils annoncent un service gratuit et essayent même d'attirer le chaland avec des promos. Un service de qualité, ça se paie. Allez, retour à une banque sérieuse. ils n'auront pas le fruit de mon labeur. Ciao"	1	fr	Allo, il y a quelqu'un (de sérieux ici)?
Na drie weken nog steeds geen antwoord op mijn VISA aanvraag. Antwoorden NIET op email, en heel traag via telefoon. Had initieel gebeld omdat ik enkele vragen had over de VISA kaart, en de twee mannen die ik heb gesproken aan de telefoon wisten er precies zelf niet veel van. Ik kies liever voor een duurdere bank die mij een betrouwbaar gevoel geeft, dan deze die niks laat weten. Ik kan zelf niet eens op mijn laptop inloggen door telkens 'een technische fout'	1	nl	NIET DOEN!!!
Beter is er niet,simpel	5	nl	Beter is er niet,simpel
"Why on earth do you not support logon via ITSME like every other bank and insurance company in Belgium??

I would trade so much more (generating revenue for you) if it was easier and safer to log on.
 
I do not want to have to use your specific hardkey or app to confirm my login - I do not trust it, and it is a pain to activate because it takes you weeks to answer password reset requests."	2	en	Do not support ITSME and their own logon takes weeks
Ik wil een rekening bij hun opzeggen en had hier een formulier voor ingevuld. Na maanden nog steeds het resterende bedrag niet ontvangen. Na een heleboel mails gestuurd te hebben waar geen enkele reactie op komt, loze beloftes aan de telefoon gekregen te hebben, geen enkele reactie op messenger te krijgen, is er geen enkel contact met hun te krijgen. Ik wil mijn rekening opzeggen maar er komt geen enkele reactie. Ik zou graag mijn geld terughebben!!!!!!!	1	nl	Geen enkel contact te krijgen
"Je suis client chez eux depuis des années mais je l'utilise exclusivement pour des investissements.  Pas la peine de les voir comme une banque ""tout public"", ce n'est pas leur marché. Totalement satisfait de Keytrade mais j'utilise une autre banque pour mes opérations quotidiennes, cartes, prêts,..."	5	fr	Entièrement satisfait. Keytrade répond à mes besoins..comme plateforme d'investissement
Je suis dans cette banque depuis fin 2021. Ce fut un peu le parcours du combattant au début car je faisais racheter mon crédit hypothécaire. Il a fallu batailler un peu pour le taux, pour conserver le taux mentionné dans la simulation. Mais ca a été accepté. Depuis je suis aussi chez eux comme banque quotidienne. L app et le site sont très faciles d'utilisation, jamais de bug ou de soucis jusque là. Pas de soucis avec la visa non plus. Quand j ai une question, j obtient toujours réponse adaptée de leur service commercial. Un petit bémol pour leur placements, au résultat négatif depuis 1an... mais la situation mondiale n est pas sous leur contrôle.	4	fr	Je suis dans cette banque depuis fin…
Begin december een aanvraag gedaan om een gezamenlijke rekening te openen. Na weken nog geen nieuws, bleken ze de documenten kwijt te zijn. Uiteindelijk teruggevonden en op 20 december kregen we een mail met extra vragen over tewerkstelling. Nu 4 januari nog steeds geen rekening. Onbereikbaar via telefoon of e-mail.	1	nl	Al een maand op een rekening aan het wachten
"Chers internautes, je pense que lorsqu'on lit un avis, il faut être extrêmement prudent (aussi bien en positif qu'en négatif). Les avis, que j'ai lu il y a quelques minutes, je ne suis même pas sûr qu'ils soient tous clients. Mon avis à moi.-> Pour ce qui du site web de Keytrade, je donnerais 4 à 5 étoiles. Clair, efficace, fonctionne correctement. Pour ce qui est de la sécurité par soft key, hard key, itsme. Pas de problèmes rencontrés. 4 ou 5 étoiles.
J'ai fait appel au call center fin décembre et début janvier et il est vrai que le temps de réponse était/est mauvais. (fin décembre après 10/15 min), je raccroche. C'est la fin de l'année. Soyons tolérants. Aujourd'hui le 03/01, ils ont mis 10min49 afin de décrocher. Pas extraordinaire. La personne au tél a répondu à ma demande (à voir le suivi).
Bon, je suis aussi client DB qui propose de nous rappeler dans les 24h. A voir ce que le client préfère. Je ne suis pas au courant des répercussions du rachat de cette  banque par le groupe Crédit Mutuel Arkéa. 
En résumé, assez étonné de la note si négative. Je reviendrai corriger cette note (à la baisse ou à la hausse) ultérieurement."	4	fr	Avis Keytrade
"App renew: contact helpdesk will take you like 4 weeks. before you have all instructions and data to re-install.
They kindly give you a hardkey later on, but impossible to install following there instructions....
So bad app and support."	1	en	Support & continuity of apps
"Where is the one-star for this joke of a bank ? It hurts me to put one-star to this. I had one simple thing to do : change my adress, correct a problem with my connection or else an old pennystock was going to cost me. 
It's been more than a month that we are trying to solve this. By email they tell you any enquiry will take 4 weeks to answer (I have the mail). They send you automatic mail to press you to connect or pay more. And nothing. You can't have them on the phone, you write them letter it takes 3 weeks to come back, they barely answer emails. Then you receive something and the process is so precise that anything you do put you back to square one, you have no margin for behavioral error and you can't see them, you can't talk to someone. 
No idea how much this will cost me but this is a joke, this is not a bank, this is an orgnization of insane IT people designing process that only works for them. 
I'm almost laughing, I was asking for such a simple thing and it's not close from being over. You will never gonna get them on the phone and they ask you to call them asap. 
Just terrible, just terrible."	1	en	Where is the one-star for this joke of…
Je ne comprends pas les avis négatifs... Pour ma part, je suis contente : le site internet et l'application fonctionnent bien, la partie Bourse est facile d'utilisation et la présentation claire. Pas de frais de garde pour les titres ni de frais bancaires pour les comptes.	5	fr	Je ne comprends pas les avis négatifs
Onmogelijk om snel rekening te openen voor minderjarige. Online tool werkte niet volledig waardoor bepaalde documenten per e-mail of per post moesten worden opgestuurd. Nu 4 weken later nog steeds rekening. Veel tv reclame, ongelooflijk trage behandeling van e mails, lang wachten telefoon. Online Bank onwaardig. Dan liever iets duurder en professioneler !!!!	1	nl	Onmogelijk om snel rekening te openen…
Klanten lokken met een gratis VISA-kaart maar die uiteindelijk weigeren, zelfs als je een gemiddeld maandelijks inkomen hebt. Je kan een rekening openen met je eID maar ze weigeren documenten die elektronisch getekend zijn. Jammer, leuk concept voor een online bank maar de dienstverlening is ondermaats.	1	nl	Ondermaatse dienstverlening
De service is compleet waardeloos. Ze antwoorden gewoon niet op E-mails. Als je belt dan moet je 30 tot 45 minuten wachten om iemand aan de lijn te krijgen en als je dan iemand aan de lijn krijgt dan zegt die niet bevoegd te zijn om u te helpen.	1	nl	De service is compleet waardeloos
Au secours, les branquignols ont pris le pouvoir dans cette institution.  Intermédiaire bien peu fiable à fuir de toute urgence.	1	fr	mediocre sur toute la ligne
Heel omslachtig systeem om in te loggen op je spaarrekening. Helpdesk bijna onbereikbaar. Je moet minstens 15 min in de wacht blijven voor er iemand opneemt. Antwoord op een mail laat ook zo'n week op zich wachten.	1	nl	Heel omslachtig systeem om in te loggen…
This bank uses old-fashioned software and doesn't respond quickly to emails. Very sloppy way of doing business.	1	en	This bank uses old-fashioned software…
Évitez cette banque si vous avez des projets concrets. Ils sont nul dans tout les domaines.	1	fr	Évitez cette banque si vous avez des…
"Kreeg op 3 oktober 2022 een bericht dat ik een debetrente van 18,46 EUR + 0,15 EUR Zegelrecht moest betalen op mijn effectenrekening. Heb volgens mij nooit negatief gestaan, dus vraag ik via ""Contact"" (reeds 2 x) voor meer uitleg en zelfs terugbetaling. Maar tot op heden geen reactie.
Heb hun ook al gevraagd om de selectie van fondsen gebruiksvriendelijker te maken. Nu moet ik fonds per fonds nagaan of het stijgend of dalend is. De lijst van de geselecteerde fondsen moet ik telkens opnieuw instellen.  Zo ben je uuuuuren bezig. Maar constructieve suggesties worden gewoon genegeerd.  Zo kan je niet vlot beleggen."	1	nl	Klantendienst negeert mijn vragen en suggesties
Je suis très déçu de l évolution de cette banque.  Je suis client depuis bientôt 20 ans et eux qui étaient a la pointe dans tt les domaines  ( et que je recommandais a tout le monde) sont maintenant a la traine partout. Leur service client est un véritable trou noir. On s adresse  a une bureaucratie stalinienne. On vous répond que cela suit son cours. Et puis rien. Simplement pour ouvrir un compte additionnel cela prend une éternité. Je compte en semaine et je vais bientôt compter en mois. Même faire des achats en ligne avec des cartes keytrade pose souvent des problèmes ….. bref évolution dramatique qui sauf changement de cap fondamental ne présage rien de bon.   Qu ils arrêtent de donner 5 cents par transactions et consacrent leurs efforts a simplement avoir une banque qui fonctionne.	1	fr	Très déçu de l évolution de keytrade
